"Index","X1","X2","X3","X4","X5","KM1","best.bm","best.worst"
2006-01-27 09:00:00,NA,NA,NA,NA,NA,NA,NA,NA
2006-02-24 09:00:00,0.0775862464849784,-0.0146223340418044,0.00763262626487508,-0.0299389152281654,-0.0630382209875968,-0.00587354739069978,0.0834597938756782,0.120224467472575
2006-03-31 09:00:00,0.0168497621260772,-0.0276092294203322,0.0187560266512962,-0.00633634860913426,-0.041711475282133,0.00139035786292696,0.0154594042631502,0.0339612374082102
2006-04-28 09:00:00,0.05062288721828,0.0235171395097445,0.00875769908757783,0.104908964839567,0.0383512927037387,0.04356945435044,0.00705343286783997,-0.0072284054854587
2006-05-26 09:00:00,-0.0363959311090171,-0.0792153104625732,-0.0837563299245351,-0.104812610293377,-0.0827166838036022,-0.0685658786808753,0.0321699475718582,0.0256207526945851
2006-06-30 09:00:00,0.0782488169590871,-0.0364445295814214,0.00610957427825501,-0.0748064118340875,0.0266016935490094,-0.0230233762644165,0.101272193223504,0.0270471234100778
2006-07-28 09:00:00,-0.0123236026049591,0.00928416295751496,0.0280520600736558,0.0233183862977869,-0.0502362438857909,0.0126509241418666,-0.0249745267468257,0.0190126412808318
2006-08-25 09:00:00,0.0446431407120348,0.0123768326242468,0.0173171095572978,0.0225198363604021,-0.0250366370279969,0.0271701423580304,0.0174729983540044,0.0495797777400317
2006-09-29 09:00:00,0.0591624989855793,0.0384498035898925,-0.00747433886641191,0.0248325582332659,-0.0253215835344732,0.0300549243734992,0.0291075746120801,0.0586840825200524
2006-10-27 09:00:00,-0.0169421963787634,0.00626377684973954,-0.029009293374952,-0.0164822482585049,0.0243914381072454,0.000939073392255296,-0.0178812697710187,-0.0593336344860088
2006-11-24 09:00:00,0.017052330378635,0.026668318373629,0.0330689890068141,0.0247982185615485,0.0135199360221524,0.0298022391261514,-0.0127499087475164,-0.0162676056435174
2006-12-28 09:00:00,0.0559622763458964,0.0088631134790246,-0.0153097952969541,-0.0107455025295478,-0.0184750582138676,0.0124851114822212,0.0434771648636752,0.049837334559764
2007-01-26 09:00:00,-0.0207901207951648,-0.0585071849491487,-0.0587543222225607,-0.048239029158454,-0.0994229472686073,-0.0468700886388493,0.0260799678436846,0.0582328264734425
2007-02-23 09:00:00,0.0682186145204144,0.0978764453390336,0.0691246090403179,0.044176564662237,0.0538323311510168,0.0672336943833636,0.000984920137050812,-0.0057137166306024
2007-03-30 09:00:00,0.000152762079922026,-0.00690339603760841,-0.022108912021932,-0.0393469387336007,-0.0260912491476278,-0.00738498633734108,0.00753774841726311,0.00374401122754987
2007-04-27 09:00:00,0.0623486018475336,0.0640113807882794,0.0509332166006227,0.0696899422371923,0.0835928938999967,0.0559306900619239,0.0064179117856097,-0.0398442920524632
2007-05-25 09:00:00,0.126897418985241,0.014331336655646,0.0588398439194522,0.0917565219037682,0.0797928211911429,0.0563030126446571,0.0705944063405836,0.0270045977940977
2007-06-29 09:00:00,0.0362977470213126,0.0582617691989278,-0.00582085942860679,0.0643255868684813,0.0507139136179663,0.0517061234284631,-0.0154083764071505,-0.0387161665966537
2007-07-27 09:00:00,0.100580752324669,0.0350381692814626,0.0752073696533205,0.0535715764581666,0.0393840163634108,0.0760045285195518,0.0245762238051172,0.0419967359612581
2007-08-31 09:00:00,-0.00710411095487812,0.0788040388713424,-0.0220650222705373,-0.019654669220775,-0.031114054117825,0.0158774010042784,-0.0229815119591565,0.000609943162946911
2007-09-28 09:00:00,0.0912549107068958,0.0591609772040931,0.0427836733957063,0.0053800810496307,0.0418811757496901,0.0440479004355269,0.047207010271369,0.0286737349572058
2007-10-26 09:00:00,0.162061408782786,0.124751376727165,0.0861047196618081,0.0414774868745144,-0.0684171935680008,0.0297019611311508,0.132359447651635,0.211878602350787
2007-11-30 09:00:00,-0.0881823937475961,-0.0595766744813642,-0.0701232636027013,-0.0526526810508915,-0.119366873086534,-0.0477979798144827,-0.0403844139331133,0.00688447933893806
2007-12-28 09:00:00,0.0019934828486244,0.00810705998217081,-0.0252213841215169,-0.0463123250067676,-0.00303928760867351,-0.0024404795632843,0.0044339624119087,-0.0141672295427021
2008-01-25 09:00:00,-0.130030201514677,-0.126399067602385,-0.139198255353322,-0.13459437730645,-0.166951418879388,-0.116739760518711,-0.0132904409959663,0.0165212173647114
2008-02-29 09:00:00,0.0289337463602242,0.051284459897493,0.0403348091075764,-0.0346349943578024,-0.0561984551199676,0.010550614233248,0.0183831321269762,0.0593322014801918
2008-03-28 09:00:00,0.000937352518349567,-0.00774119320558089,-0.0652717713232002,0.00347351410194085,0.00970117632759319,0.0117599285159667,-0.0108225759976172,-0.0276638238092436
2008-04-25 09:00:00,0.0897551588291108,0.0480194369313649,0.0478414277460875,0.0391045013355388,0.0952485095945591,0.078270905845421,0.0114842529836898,-0.0249933507654483
2008-05-30 09:00:00,-0.0240239096865593,0.0418231960376901,0.032198539729606,-0.0600421664774795,-0.0450225196068175,0.00578051246639277,-0.0298044221529521,-0.00480139007974176
2008-06-27 09:00:00,-0.0925674823839248,-0.0831153846670335,-0.148584067318363,-0.139906417117412,-0.125113463176192,-0.0905204364876291,-0.00204704589629567,0.0127459807922671
2008-07-25 09:00:00,-0.047347668579495,-0.0636150461501263,-0.0531996471728875,-0.084116165343452,0.00314959117127994,-0.0380159380684613,-0.00933173051103369,-0.0708972597507749
2008-08-29 09:00:00,-0.0922863855393623,-0.0469295018186446,-0.118086876399583,-0.0690908778713769,-0.13930053746436,-0.0906929997739192,-0.00159338576544307,0.0215141519249982
